name,ion,wl,flux,rms,I
HII21   ,    [OIII], 4363  ,  0.  , 0.  ,   0. 
HII21   ,       HeI, 4471  ,  0.  , 0.  ,   0. 
HII21   ,      HeII, 4540  ,  0.  , 0.  ,   0. 
HII21   ,      HeII, 4686  ,  0.  , 0.  ,   0. 
HII21   ,HeI/[ArIV], 4712  ,  0.  , 0.  ,   0. 
HII21   ,    [ArIV], 4740  ,  0.  , 0.  ,   0. 
HII21   ,        HI, 4861  ,100.  ,10.4 , 100. 
HII21   ,    [OIII], 4959  , 34.2 , 7.9 ,  32.8
HII21   ,    [OIII], 5007  ,115.9 ,10.7 , 109.1
HII21   ,      HeII, 5411  ,  0.  , 0.  ,   0. 
HII21   ,     [NII], 5755  ,  0.  , 0.  ,   0. 
HII21   ,       HeI, 5876  ,  0.  , 0.  ,   0. 
HII21   ,      [OI], 6300  ,  0.  , 0.  ,   0. 
HII21   ,    [SIII], 6312  ,  0.  , 0.  ,   0. 
HII21   ,      [OI], 6363  ,  0.  , 0.  ,   0. 
HII21   ,     [NII], 6548  , 89.4 ,11.5 ,  54.2
HII21   ,        HI, 6563  ,482.6 ,19.1 , 291.4
HII21   ,     [NII], 6584  ,238.8 ,13.1 , 143.5
HII21   ,       HeI, 6678  ,  0.  , 0.  ,   0. 
HII21   ,     [SII], 6717  ,108.6 ,11.  ,  63.3
HII21   ,     [SII], 6731  , 72.2 ,10.5 ,  41.9
HII21   ,       HeI, 6891  ,  0.  , 0.  ,   0. 
HII21   ,     [ArV], 7005  ,  0.  , 0.  ,   0. 
HII21   ,       HeI, 7065  ,  0.  , 0.  ,   0. 
HII21   ,   [ArIII], 7135  , 11.4 , 8.  ,   6. 
HII21   ,     [OII], 7320  ,  0.  , 0.  ,   0. 
HII21   ,     [OII], 7330  ,  0.  , 0.  ,   0. 
HII21   ,   [ArIII], 7751  ,  0.  , 0.  ,   0. 
HII21   ,    [SIII], 9069  ,  0.  , 0.  ,   0. 
HII72   ,     [OII], 3727  ,202.  , 1.9 , 294.8
HII72   ,       HeI, 3805  ,  6.2 , 0.6 ,   8.9
HII72   ,        HI, 3835  ,  8.8 , 0.5 ,  12.3
HII72   ,   [NeIII], 3869  , 13.8 , 0.7 ,  19.3
HII72   ,       HeI, 3889  , 18.7 , 0.7 ,  25.8
HII72   ,[NeIII]/HI, 3968  , 18.1 , 0.7 ,  24.4
HII72   ,     [SII], 4070  ,  0.  , 0.  ,   0. 
HII72   ,        HI, 4100  , 23.7 , 0.8 ,  30.5
HII72   ,        HI, 4340  , 44.7 , 0.9 ,  53.2
HII72   ,    [OIII], 4363  ,  1.4 , 0.4 ,   1.7
HII72   ,       HeI, 4471  ,  3.8 , 0.5 ,   4.3
HII72   ,      HeII, 4540  ,  0.  , 0.  ,   0. 
HII72   ,      HeII, 4686  ,  0.  , 0.  ,   0. 
HII72   ,HeI/[ArIV], 4712  ,  0.  , 0.  ,   0. 
HII72   ,    [ArIV], 4740  ,  0.  , 0.  ,   0. 
HII72   ,        HI, 4861  ,100.  , 1.4 , 100. 
HII72   ,    [OIII], 4959  , 61.4 , 1.2 ,  59.4
HII72   ,    [OIII], 5007  ,184.1 , 1.5 , 175.3
HII72   ,      HeII, 5411  ,  0.  , 0.  ,   0. 
HII72   ,     [NII], 5755  ,  1.1 , 0.5 ,   0.9
HII72   ,       HeI, 5876  , 14.9 , 0.5 ,  11.2
HII72   ,      [OI], 6300  ,  1.9 , 0.3 ,   1.3
HII72   ,    [SIII], 6312  ,  0.  , 0.  ,   0. 
HII72   ,      [OI], 6363  ,  0.  , 0.  ,   0. 
HII72   ,     [NII], 6548  , 31.9 , 0.7 ,  21.2
HII72   ,        HI, 6563  ,437.9 , 2.3 , 290.4
HII72   ,     [NII], 6584  , 92.4 , 1.1 ,  61. 
HII72   ,       HeI, 6678  ,  5.2 , 0.5 ,   3.4
HII72   ,     [SII], 6717  , 28.1 , 0.7 ,  18.1
HII72   ,     [SII], 6731  , 19.9 , 0.6 ,  12.8
HII72   ,       HeI, 6891  ,  0.  , 0.  ,   0. 
HII72   ,     [ArV], 7005  ,  0.  , 0.  ,   0. 
HII72   ,       HeI, 7065  ,  3.  , 0.3 ,   1.8
HII72   ,   [ArIII], 7135  , 14.7 , 0.6 ,   8.7
HII72   ,     [OII], 7320  ,  0.  , 0.  ,   0. 
HII72   ,     [OII], 7330  ,  0.  , 0.  ,   0. 
HII72   ,   [ArIII], 7751  ,  0.  , 0.  ,   0. 
HII72   ,    [SIII], 9069  , 46.2 , 0.9 ,  19.1
HII78   ,     [OII], 3727  ,326.  ,26.8 , 482.3
HII78   ,       HeI, 3805  ,  0.  , 0.  ,   0. 
HII78   ,        HI, 3835  ,  0.  , 0.  ,   0. 
HII78   ,   [NeIII], 3869  ,  0.  , 0.  ,   0. 
HII78   ,       HeI, 3889  ,  0.  , 0.  ,   0. 
HII78   ,[NeIII]/HI, 3968  ,  0.  , 0.  ,   0. 
HII78   ,     [SII], 4070  ,  0.  , 0.  ,   0. 
HII78   ,        HI, 4100  ,  0.  , 0.  ,   0. 
HII78   ,        HI, 4340  ,  0.  , 0.  ,   0. 
HII78   ,    [OIII], 4363  ,  0.  , 0.  ,   0. 
HII78   ,       HeI, 4471  ,  0.  , 0.  ,   0. 
HII78   ,      HeII, 4540  ,  0.  , 0.  ,   0. 
HII78   ,      HeII, 4686  ,  0.  , 0.  ,   0. 
HII78   ,HeI/[ArIV], 4712  ,  0.  , 0.  ,   0. 
HII78   ,    [ArIV], 4740  ,  0.  , 0.  ,   0. 
HII78   ,        HI, 4861  ,100.  ,27.7 , 100.1
HII78   ,    [OIII], 4959  ,  0.  , 0.  ,   0. 
HII78   ,    [OIII], 5007  , 27.2 ,21.  ,  25.9
HII78   ,      HeII, 5411  ,  0.  , 0.  ,   0. 
HII78   ,     [NII], 5755  ,  0.  , 0.  ,   0. 
HII78   ,       HeI, 5876  ,  0.  , 0.  ,   0. 
HII78   ,      [OI], 6300  ,  0.  , 0.  ,   0. 
HII78   ,    [SIII], 6312  ,  0.  , 0.  ,   0. 
HII78   ,      [OI], 6363  ,  0.  , 0.  ,   0. 
HII78   ,     [NII], 6548  , 70.  ,22.2 ,  46. 
HII78   ,        HI, 6563  ,443.9 ,33.5 , 290.8
HII78   ,     [NII], 6584  ,275.7 ,33.5 , 179.9
HII78   ,       HeI, 6678  ,  0.  , 0.  ,   0. 
HII78   ,     [SII], 6717  ,140.3 ,21.9 ,  89.2
HII78   ,     [SII], 6731  ,113.7 ,30.5 ,  72.1
HII78   ,       HeI, 6891  ,  0.  , 0.  ,   0. 
HII78   ,     [ArV], 7005  ,  0.  , 0.  ,   0. 
HII78   ,       HeI, 7065  ,  0.  , 0.  ,   0. 
HII78   ,   [ArIII], 7135  ,  0.  , 0.  ,   0. 
HII78   ,     [OII], 7320  ,  0.  , 0.  ,   0. 
HII78   ,     [OII], 7330  ,  0.  , 0.  ,   0. 
HII78   ,   [ArIII], 7751  ,  0.  , 0.  ,   0. 
HII78   ,    [SIII], 9069  ,  0.  , 0.  ,   0. 
HII79   ,     [OII], 3727  ,185.9 , 2.1 , 301.8
HII79   ,       HeI, 3805  ,  3.2 , 0.9 ,   5.1
HII79   ,        HI, 3835  ,  4.2 , 0.9 ,   6.5
HII79   ,   [NeIII], 3869  ,  7.6 , 0.7 ,  11.6
HII79   ,       HeI, 3889  , 14.1 , 1.1 ,  21.4
HII79   ,[NeIII]/HI, 3968  , 15.  , 1.1 ,  21.9
HII79   ,     [SII], 4070  ,  0.  , 0.  ,   0. 
HII79   ,        HI, 4100  , 20.4 , 0.7 ,  28.2
HII79   ,        HI, 4340  , 41.7 , 1.  ,  52.1
HII79   ,    [OIII], 4363  ,  1.3 , 0.9 ,   1.6
HII79   ,       HeI, 4471  ,  2.9 , 0.7 ,   3.4
HII79   ,      HeII, 4540  ,  0.  , 0.  ,   0. 
HII79   ,      HeII, 4686  ,  0.  , 0.  ,   0. 
HII79   ,HeI/[ArIV], 4712  ,  0.  , 0.  ,   0. 
HII79   ,    [ArIV], 4740  ,  0.  , 0.  ,   0. 
HII79   ,        HI, 4861  ,100.  , 1.7 ,  99.9
HII79   ,    [OIII], 4959  , 44.  , 1.  ,  42.1
HII79   ,    [OIII], 5007  ,135.5 , 1.9 , 127.2
HII79   ,      HeII, 5411  ,  0.  , 0.  ,   0. 
HII79   ,     [NII], 5755  ,  1.1 , 0.6 ,   0.8
HII79   ,       HeI, 5876  , 14.2 , 0.8 ,   9.9
HII79   ,      [OI], 6300  ,  0.  , 0.  ,   0. 
HII79   ,    [SIII], 6312  ,  1.8 , 0.7 ,   1.1
HII79   ,      [OI], 6363  ,  0.  , 0.  ,   0. 
HII79   ,     [NII], 6548  , 40.9 , 1.  ,  24.2
HII79   ,        HI, 6563  ,493.1 , 2.6 , 291.4
HII79   ,     [NII], 6584  ,126.3 , 1.8 ,  74.3
HII79   ,       HeI, 6678  ,  5.6 , 0.7 ,   3.2
HII79   ,     [SII], 6717  , 35.7 , 1.1 ,  20.3
HII79   ,     [SII], 6731  , 25.3 , 0.9 ,  14.3
HII79   ,       HeI, 6891  ,  0.  , 0.  ,   0. 
HII79   ,     [ArV], 7005  ,  0.  , 0.  ,   0. 
HII79   ,       HeI, 7065  ,  2.3 , 0.6 ,   1.2
HII79   ,   [ArIII], 7135  , 14.7 , 0.9 ,   7.6
HII79   ,     [OII], 7320  ,  0.  , 0.  ,   0. 
HII79   ,     [OII], 7330  ,  0.  , 0.  ,   0. 
HII79   ,   [ArIII], 7751  ,  0.  , 0.  ,   0. 
HII79   ,    [SIII], 9069  , 49.2 , 1.1 ,  15.8
HII81   ,     [OII], 3727  ,257.  , 2.8 , 420.8
HII81   ,       HeI, 3805  ,  0.  , 0.  ,   0. 
HII81   ,        HI, 3835  ,  0.  , 0.  ,   0. 
HII81   ,   [NeIII], 3869  ,  6.  , 1.3 ,   9.3
HII81   ,       HeI, 3889  , 17.4 , 1.3 ,  26.6
HII81   ,[NeIII]/HI, 3968  , 11.  , 1.2 ,  16.2
HII81   ,     [SII], 4070  ,  0.  , 0.  ,   0. 
HII81   ,        HI, 4100  , 19.8 , 1.5 ,  27.6
HII81   ,        HI, 4340  , 41.1 , 1.6 ,  51.5
HII81   ,    [OIII], 4363  ,  1.2 , 1.3 ,   1.5
HII81   ,       HeI, 4471  ,  3.7 , 1.3 ,   4.4
HII81   ,      HeII, 4540  ,  0.  , 0.  ,   0. 
HII81   ,      HeII, 4686  ,  0.  , 0.  ,   0. 
HII81   ,HeI/[ArIV], 4712  ,  0.  , 0.  ,   0. 
HII81   ,    [ArIV], 4740  ,  0.  , 0.  ,   0. 
HII81   ,        HI, 4861  ,100.  , 2.3 ,  99.9
HII81   ,    [OIII], 4959  , 37.9 , 1.5 ,  36.3
HII81   ,    [OIII], 5007  ,118.  , 2.3 , 110.7
HII81   ,      HeII, 5411  ,  0.  , 0.  ,   0. 
HII81   ,     [NII], 5755  ,  1.4 , 1.1 ,   1. 
HII81   ,       HeI, 5876  , 20.8 , 1.4 ,  14.4
HII81   ,      [OI], 6300  ,  0.  , 0.  ,   0. 
HII81   ,    [SIII], 6312  ,  0.  , 0.  ,   0. 
HII81   ,      [OI], 6363  ,  0.  , 0.  ,   0. 
HII81   ,     [NII], 6548  , 55.1 , 1.5 ,  32.4
HII81   ,        HI, 6563  ,497.6 , 4.1 , 291.5
HII81   ,     [NII], 6584  ,162.7 , 2.7 ,  94.8
HII81   ,       HeI, 6678  ,  6.2 , 1.  ,   3.5
HII81   ,     [SII], 6717  , 61.6 , 2.1 ,  34.7
HII81   ,     [SII], 6731  , 43.2 , 1.5 ,  24.3
HII81   ,       HeI, 6891  ,  0.  , 0.  ,   0. 
HII81   ,     [ArV], 7005  ,  0.  , 0.  ,   0. 
HII81   ,       HeI, 7065  ,  4.2 , 1.  ,   2.2
HII81   ,   [ArIII], 7135  , 15.9 , 0.9 ,   8.1
HII81   ,     [OII], 7320  ,  0.  , 0.  ,   0. 
HII81   ,     [OII], 7330  ,  0.  , 0.  ,   0. 
HII81   ,   [ArIII], 7751  ,  0.  , 0.  ,   0. 
HII81   ,    [SIII], 9069  , 43.8 , 1.5 ,  13.9
HII123  ,     [OII], 3727  ,228.5 , 1.5 , 374.6
HII123  ,       HeI, 3805  ,  4.8 , 0.4 ,   7.7
HII123  ,        HI, 3835  ,  6.5 , 0.5 ,  10.2
HII123  ,   [NeIII], 3869  ,  3.6 , 0.5 ,   5.6
HII123  ,       HeI, 3889  , 17.5 , 0.6 ,  26.8
HII123  ,[NeIII]/HI, 3968  , 13.7 , 0.5 ,  20.2
HII123  ,     [SII], 4070  ,  1.2 , 0.4 ,   1.6
HII123  ,        HI, 4100  , 22.9 , 0.6 ,  31.9
HII123  ,        HI, 4340  , 42.8 , 0.7 ,  53.7
HII123  ,    [OIII], 4363  ,  0.  , 0.  ,   0. 
HII123  ,       HeI, 4471  ,  3.4 , 0.3 ,   4.1
HII123  ,      HeII, 4540  ,  0.  , 0.  ,   0. 
HII123  ,      HeII, 4686  ,  0.  , 0.  ,   0. 
HII123  ,HeI/[ArIV], 4712  ,  0.  , 0.  ,   0. 
HII123  ,    [ArIV], 4740  ,  0.  , 0.  ,   0. 
HII123  ,        HI, 4861  ,100.  , 0.8 ,  99.9
HII123  ,    [OIII], 4959  , 33.4 , 0.5 ,  32. 
HII123  ,    [OIII], 5007  ,103.5 , 0.9 ,  97.1
HII123  ,      HeII, 5411  ,  0.  , 0.  ,   0. 
HII123  ,     [NII], 5755  ,  1.2 , 0.3 ,   0.8
HII123  ,       HeI, 5876  , 17.2 , 0.5 ,  11.9
HII123  ,      [OI], 6300  ,  0.  , 0.  ,   0. 
HII123  ,    [SIII], 6312  ,  2.  , 0.3 ,   1.3
HII123  ,      [OI], 6363  ,  0.  , 0.  ,   0. 
HII123  ,     [NII], 6548  , 46.3 , 0.6 ,  27.1
HII123  ,        HI, 6563  ,498.4 , 2.2 , 291.5
HII123  ,     [NII], 6584  ,137.6 , 1.1 ,  80.1
HII123  ,       HeI, 6678  ,  5.8 , 0.3 ,   3.3
HII123  ,     [SII], 6717  , 30.9 , 0.6 ,  17.4
HII123  ,     [SII], 6731  , 22.7 , 0.5 ,  12.7
HII123  ,       HeI, 6891  ,  0.  , 0.  ,   0. 
HII123  ,     [ArV], 7005  ,  0.  , 0.  ,   0. 
HII123  ,       HeI, 7065  ,  3.5 , 0.3 ,   1.8
HII123  ,   [ArIII], 7135  , 17.9 , 0.4 ,   9.1
HII123  ,     [OII], 7320  ,  0.  , 0.  ,   0. 
HII123  ,     [OII], 7330  ,  0.  , 0.  ,   0. 
HII123  ,   [ArIII], 7751  ,  4.4 , 0.2 ,   1.9
HII123  ,    [SIII], 9069  , 65.3 , 0.7 ,  20.6
HII31   ,     [OII], 3727  ,298.4 , 1.2 , 447.4
HII31   ,       HeI, 3805  ,  0.  , 0.  ,   0. 
HII31   ,        HI, 3835  ,  0.  , 0.  ,   0. 
HII31   ,   [NeIII], 3869  ,  0.  , 0.  ,   0. 
HII31   ,       HeI, 3889  , 13.2 , 1.2 ,  18.7
HII31   ,[NeIII]/HI, 3968  , 10.7 , 1.2 ,  14.7
HII31   ,     [SII], 4070  ,  0.  , 0.  ,   0. 
HII31   ,        HI, 4100  , 21.9 , 1.2 ,  28.7
HII31   ,        HI, 4340  , 42.  , 1.8 ,  50.6
HII31   ,    [OIII], 4363  ,  0.  , 0.  ,   0. 
HII31   ,       HeI, 4471  ,  5.1 , 1.6 ,   5.8
HII31   ,      HeII, 4540  ,  0.  , 0.  ,   0. 
HII31   ,      HeII, 4686  ,  0.  , 0.  ,   0. 
HII31   ,HeI/[ArIV], 4712  ,  0.  , 0.  ,   0. 
HII31   ,    [ArIV], 4740  ,  0.  , 0.  ,   0. 
HII31   ,        HI, 4861  ,100.  , 1.9 , 100. 
HII31   ,    [OIII], 4959  , 15.9 , 1.5 ,  15.3
HII31   ,    [OIII], 5007  , 49.5 , 1.9 ,  47. 
HII31   ,      HeII, 5411  ,  0.  , 0.  ,   0. 
HII31   ,     [NII], 5755  ,  1.3 , 1.  ,   1. 
HII31   ,       HeI, 5876  , 11.4 , 1.  ,   8.4
HII31   ,      [OI], 6300  ,  0.  , 0.  ,   0. 
HII31   ,    [SIII], 6312  ,  0.  , 0.  ,   0. 
HII31   ,      [OI], 6363  ,  0.  , 0.  ,   0. 
HII31   ,     [NII], 6548  , 58.2 , 1.6 ,  37.7
HII31   ,        HI, 6563  ,450.7 , 5.3 , 290.9
HII31   ,     [NII], 6584  ,185.6 , 3.  , 119.3
HII31   ,       HeI, 6678  ,  4.2 , 1.4 ,   2.6
HII31   ,     [SII], 6717  , 74.1 , 2.3 ,  46.4
HII31   ,     [SII], 6731  , 52.2 , 1.9 ,  32.6
HII31   ,       HeI, 6891  ,  0.  , 0.  ,   0. 
HII31   ,     [ArV], 7005  ,  0.  , 0.  ,   0. 
HII31   ,       HeI, 7065  ,  0.  , 0.  ,   0. 
HII31   ,   [ArIII], 7135  ,  6.8 , 1.  ,   3.9
HII31   ,     [OII], 7320  ,  0.  , 0.  ,   0. 
HII31   ,     [OII], 7330  ,  0.  , 0.  ,   0. 
HII31   ,   [ArIII], 7751  ,  0.  , 0.  ,   0. 
HII31   ,    [SIII], 9069  ,  0.  , 0.  ,   0. 
HII133  ,     [OII], 3727  ,227.2 , 3.9 , 348.6
HII133  ,       HeI, 3805  ,  0.  , 0.  ,   0. 
HII133  ,        HI, 3835  ,  0.  , 0.  ,   0. 
HII133  ,   [NeIII], 3869  , 13.2 , 2.4 ,  19.3
HII133  ,       HeI, 3889  , 14.6 , 2.  ,  21.1
HII133  ,[NeIII]/HI, 3968  ,  8.9 , 2.  ,  12.5
HII133  ,     [SII], 4070  ,  0.  , 0.  ,   0. 
HII133  ,        HI, 4100  , 17.9 , 2.  ,  23.8
HII133  ,        HI, 4340  , 40.4 , 2.2 ,  49.2
HII133  ,    [OIII], 4363  ,  0.  , 0.  ,   0. 
HII133  ,       HeI, 4471  ,  3.1 , 1.7 ,   3.6
HII133  ,      HeII, 4540  ,  0.  , 0.  ,   0. 
HII133  ,      HeII, 4686  ,  0.  , 0.  ,   0. 
HII133  ,HeI/[ArIV], 4712  ,  0.  , 0.  ,   0. 
HII133  ,    [ArIV], 4740  ,  0.  , 0.  ,   0. 
HII133  ,        HI, 4861  ,100.  , 2.7 ,  99.9
HII133  ,    [OIII], 4959  , 55.  , 2.2 ,  53. 
HII133  ,    [OIII], 5007  ,162.4 , 3.8 , 153.6
HII133  ,      HeII, 5411  ,  0.  , 0.  ,   0. 
HII133  ,     [NII], 5755  ,  2.3 , 0.2 ,   1.7
HII133  ,       HeI, 5876  , 17.4 , 2.  ,  12.7
HII133  ,      [OI], 6300  ,  4.7 , 1.  ,   3.1
HII133  ,    [SIII], 6312  ,  2.3 , 2.2 ,   1.5
HII133  ,      [OI], 6363  ,  2.4 , 1.1 ,   1.6
HII133  ,     [NII], 6548  , 43.4 , 2.2 ,  27.4
HII133  ,        HI, 6563  ,463.  , 5.5 , 290.9
HII133  ,     [NII], 6584  ,140.9 , 3.1 ,  88.1
HII133  ,       HeI, 6678  ,  5.9 , 1.5 ,   3.6
HII133  ,     [SII], 6717  , 46.9 , 2.6 ,  28.5
HII133  ,     [SII], 6731  , 32.1 , 2.2 ,  19.5
HII133  ,       HeI, 6891  ,  0.  , 0.  ,   0. 
HII133  ,     [ArV], 7005  ,  0.  , 0.  ,   0. 
HII133  ,       HeI, 7065  ,  1.5 , 2.6 ,   0.8
HII133  ,   [ArIII], 7135  , 16.6 , 1.9 ,   9.2
HII133  ,     [OII], 7320  ,  0.  , 0.  ,   0. 
HII133  ,     [OII], 7330  ,  0.  , 0.  ,   0. 
HII133  ,   [ArIII], 7751  ,  0.  , 0.  ,   0. 
HII133  ,    [SIII], 9069  , 45.9 , 2.2 ,  16.9
HII42   ,     [OII], 3727  ,333.8 ,15.4 , 510.6
HII42   ,       HeI, 3805  ,  0.  , 0.  ,   0. 
HII42   ,        HI, 3835  ,  0.  , 0.  ,   0. 
HII42   ,   [NeIII], 3869  ,  0.  , 0.  ,   0. 
HII42   ,       HeI, 3889  ,  0.  , 0.  ,   0. 
HII42   ,[NeIII]/HI, 3968  ,  0.  , 0.  ,   0. 
HII42   ,     [SII], 4070  ,  0.  , 0.  ,   0. 
HII42   ,        HI, 4100  ,  0.  , 0.  ,   0. 
HII42   ,        HI, 4340  , 29.9 , 8.  ,  36.4
HII42   ,    [OIII], 4363  ,  0.  , 0.  ,   0. 
HII42   ,       HeI, 4471  ,  0.  , 0.  ,   0. 
HII42   ,      HeII, 4540  ,  0.  , 0.  ,   0. 
HII42   ,      HeII, 4686  ,  0.  , 0.  ,   0. 
HII42   ,HeI/[ArIV], 4712  ,  0.  , 0.  ,   0. 
HII42   ,    [ArIV], 4740  ,  0.  , 0.  ,   0. 
HII42   ,        HI, 4861  ,100.  , 9.2 , 100. 
HII42   ,    [OIII], 4959  , 28.6 ,11.3 ,  27.6
HII42   ,    [OIII], 5007  , 82.8 ,11.3 ,  78.4
HII42   ,      HeII, 5411  ,  0.  , 0.  ,   0. 
HII42   ,     [NII], 5755  ,  0.  , 0.  ,   0. 
HII42   ,       HeI, 5876  ,  0.  , 0.  ,   0. 
HII42   ,      [OI], 6300  ,  0.  , 0.  ,   0. 
HII42   ,    [SIII], 6312  ,  0.  , 0.  ,   0. 
HII42   ,      [OI], 6363  ,  0.  , 0.  ,   0. 
HII42   ,     [NII], 6548  , 57.2 , 8.9 ,  36.3
HII42   ,        HI, 6563  ,460.9 ,18.  , 291.1
HII42   ,     [NII], 6584  ,190.6 ,14.1 , 119.9
HII42   ,       HeI, 6678  ,  0.  , 0.  ,   0. 
HII42   ,     [SII], 6717  ,123.6 ,12.8 ,  75.5
HII42   ,     [SII], 6731  , 90.4 ,11.3 ,  55.1
HII42   ,       HeI, 6891  ,  0.  , 0.  ,   0. 
HII42   ,     [ArV], 7005  ,  0.  , 0.  ,   0. 
HII42   ,       HeI, 7065  ,  0.  , 0.  ,   0. 
HII42   ,   [ArIII], 7135  ,  0.  , 0.  ,   0. 
HII42   ,     [OII], 7320  ,  0.  , 0.  ,   0. 
HII42   ,     [OII], 7330  ,  0.  , 0.  ,   0. 
HII42   ,   [ArIII], 7751  ,  0.  , 0.  ,   0. 
HII42   ,    [SIII], 9069  ,  0.  , 0.  ,   0. 
HII201  ,     [OII], 3727  ,118.5 , 2.4 , 179.6
HII201  ,       HeI, 3805  ,  0.  , 0.  ,   0. 
HII201  ,        HI, 3835  ,  0.  , 0.  ,   0. 
HII201  ,   [NeIII], 3869  , 21.5 , 1.6 ,  30.9
HII201  ,       HeI, 3889  , 14.3 , 1.3 ,  20.4
HII201  ,[NeIII]/HI, 3968  , 15.6 , 1.2 ,  21.7
HII201  ,     [SII], 4070  ,  0.  , 0.  ,   0. 
HII201  ,        HI, 4100  , 20.2 , 1.1 ,  26.7
HII201  ,        HI, 4340  , 39.8 , 1.5 ,  48.2
HII201  ,    [OIII], 4363  ,  3.2 , 1.  ,   3.8
HII201  ,       HeI, 4471  ,  4.1 , 1.2 ,   4.7
HII201  ,      HeII, 4540  ,  0.  , 0.  ,   0. 
HII201  ,      HeII, 4686  ,  0.  , 0.  ,   0. 
HII201  ,HeI/[ArIV], 4712  ,  0.  , 0.  ,   0. 
HII201  ,    [ArIV], 4740  ,  0.  , 0.  ,   0. 
HII201  ,        HI, 4861  ,100.  , 2.2 ,  99.9
HII201  ,    [OIII], 4959  , 87.1 , 2.3 ,  84. 
HII201  ,    [OIII], 5007  ,273.  , 2.4 , 258.6
HII201  ,      HeII, 5411  ,  0.  , 0.  ,   0. 
HII201  ,     [NII], 5755  ,  0.  , 0.  ,   0. 
HII201  ,       HeI, 5876  , 19.6 , 1.  ,  14.4
HII201  ,      [OI], 6300  , 10.  , 1.2 ,   6.7
HII201  ,    [SIII], 6312  ,  0.  , 0.  ,   0. 
HII201  ,      [OI], 6363  ,  0.  , 0.  ,   0. 
HII201  ,     [NII], 6548  , 28.5 , 1.4 ,  18.2
HII201  ,        HI, 6563  ,456.6 , 3.5 , 290.8
HII201  ,     [NII], 6584  , 81.6 , 2.1 ,  51.8
HII201  ,       HeI, 6678  ,  5.9 , 1.1 ,   3.7
HII201  ,     [SII], 6717  , 36.1 , 1.3 ,  22.2
HII201  ,     [SII], 6731  , 27.1 , 1.4 ,  16.7
HII201  ,       HeI, 6891  ,  0.  , 0.  ,   0. 
HII201  ,     [ArV], 7005  ,  0.  , 0.  ,   0. 
HII201  ,       HeI, 7065  ,  2.7 , 0.8 ,   1.6
HII201  ,   [ArIII], 7135  , 17.8 , 1.4 ,  10.1
HII201  ,     [OII], 7320  ,  0.  , 0.  ,   0. 
HII201  ,     [OII], 7330  ,  0.  , 0.  ,   0. 
HII201  ,   [ArIII], 7751  ,  0.  , 0.  ,   0. 
HII201  ,    [SIII], 9069  , 34.9 , 1.2 ,  13.2
HII213  ,     [OII], 3727  ,388.  , 5.5 , 595.4
HII213  ,       HeI, 3805  ,  0.  , 0.  ,   0. 
HII213  ,        HI, 3835  ,  0.  , 0.  ,   0. 
HII213  ,   [NeIII], 3869  ,  0.  , 0.  ,   0. 
HII213  ,       HeI, 3889  , 23.1 , 1.8 ,  33.3
HII213  ,[NeIII]/HI, 3968  , 15.8 , 1.9 ,  22.1
HII213  ,     [SII], 4070  ,  0.  , 0.  ,   0. 
HII213  ,        HI, 4100  , 23.4 , 1.7 ,  31.1
HII213  ,        HI, 4340  , 45.6 , 2.3 ,  55.6
HII213  ,    [OIII], 4363  ,  0.  , 0.  ,   0. 
HII213  ,       HeI, 4471  ,  0.  , 0.  ,   0. 
HII213  ,      HeII, 4540  ,  0.  , 0.  ,   0. 
HII213  ,      HeII, 4686  ,  0.  , 0.  ,   0. 
HII213  ,HeI/[ArIV], 4712  ,  0.  , 0.  ,   0. 
HII213  ,    [ArIV], 4740  ,  0.  , 0.  ,   0. 
HII213  ,        HI, 4861  ,100.  , 3.3 , 100. 
HII213  ,    [OIII], 4959  , 28.6 , 1.8 ,  27.6
HII213  ,    [OIII], 5007  , 91.5 , 3.8 ,  86.5
HII213  ,      HeII, 5411  ,  0.  , 0.  ,   0. 
HII213  ,     [NII], 5755  ,  0.3 , 0.2 ,   0.2
HII213  ,       HeI, 5876  , 15.3 , 1.4 ,  11.1
HII213  ,      [OI], 6300  ,  4.3 , 1.  ,   2.9
HII213  ,    [SIII], 6312  ,  0.  , 0.  ,   0. 
HII213  ,      [OI], 6363  ,  0.  , 0.  ,   0. 
HII213  ,     [NII], 6548  , 65.5 , 2.8 ,  41.3
HII213  ,        HI, 6563  ,462.8 , 5.8 , 291. 
HII213  ,     [NII], 6584  ,187.6 , 5.  , 117.5
HII213  ,       HeI, 6678  ,  6.7 , 1.8 ,   4.1
HII213  ,     [SII], 6717  , 74.8 , 2.8 ,  45.5
HII213  ,     [SII], 6731  , 50.3 , 2.1 ,  30.5
HII213  ,       HeI, 6891  ,  0.  , 0.  ,   0. 
HII213  ,     [ArV], 7005  ,  0.  , 0.  ,   0. 
HII213  ,       HeI, 7065  ,  0.  , 0.  ,   0. 
HII213  ,   [ArIII], 7135  , 12.5 , 1.5 ,   7. 
HII213  ,     [OII], 7320  ,  0.  , 0.  ,   0. 
HII213  ,     [OII], 7330  ,  0.  , 0.  ,   0. 
HII213  ,   [ArIII], 7751  ,  0.  , 0.  ,   0. 
HII213  ,    [SIII], 9069  , 35.9 , 2.1 ,  13.2
HII228  ,     [OII], 3727  ,275.3 , 3.5 , 408.2
HII228  ,       HeI, 3805  ,  0.  , 0.  ,   0. 
HII228  ,        HI, 3835  ,  0.  , 0.  ,   0. 
