name,ion,wl,flux,rms,I
PN63m   ,    [SIII], 6312  ,  0.  , 0.  ,   0. 
PN63m   ,      [OI], 6363  ,  0.  , 0.  ,   0. 
PN63m   ,     [NII], 6548  , 87.4 , 0.5 ,  39.5
PN63m   ,        HI, 6563  ,655.5 , 1.2 , 294.5
PN63m   ,     [NII], 6584  ,269.5 , 0.7 , 120.1
PN63m   ,       HeI, 6678  ,  0.  , 0.  ,   0. 
PN63m   ,     [SII], 6717  , 82.  , 0.7 ,  34.8
PN63m   ,     [SII], 6731  , 58.6 , 0.6 ,  24.8
PN63m   ,       HeI, 6891  ,  0.  , 0.  ,   0. 
PN63m   ,     [ArV], 7005  ,  0.  , 0.  ,   0. 
PN63m   ,       HeI, 7065  ,  0.  , 0.  ,   0. 
PN63m   ,   [ArIII], 7135  , 25.9 , 0.5 ,   9.4
PN63m   ,     [OII], 7320  ,  0.  , 0.  ,   0. 
PN63m   ,     [OII], 7330  ,  0.  , 0.  ,   0. 
PN63m   ,   [ArIII], 7751  ,  0.  , 0.  ,   0. 
PN63m   ,    [SIII], 9069  , 62.1 , 0.6 ,  11.1
PN70m   ,     [OII], 3727  ,205.2 , 1.3 , 339.1
PN70m   ,       HeI, 3805  ,  0.  , 0.  ,   0. 
PN70m   ,        HI, 3835  ,  0.  , 0.  ,   0. 
PN70m   ,   [NeIII], 3869  ,  0.  , 0.  ,   0. 
PN70m   ,       HeI, 3889  ,  0.  , 0.  ,   0. 
PN70m   ,[NeIII]/HI, 3968  ,  0.  , 0.  ,   0. 
PN70m   ,     [SII], 4070  ,  0.  , 0.  ,   0. 
PN70m   ,        HI, 4100  ,  0.  , 0.  ,   0. 
PN70m   ,        HI, 4340  , 37.2 , 1.2 ,  46.8
PN70m   ,    [OIII], 4363  ,  0.  , 0.  ,   0. 
PN70m   ,       HeI, 4471  ,  0.  , 0.  ,   0. 
PN70m   ,      HeII, 4540  ,  0.  , 0.  ,   0. 
PN70m   ,      HeII, 4686  ,  0.  , 0.  ,   0. 
PN70m   ,HeI/[ArIV], 4712  ,  0.  , 0.  ,   0. 
PN70m   ,    [ArIV], 4740  ,  0.  , 0.  ,   0. 
PN70m   ,        HI, 4861  ,100.  , 1.4 , 100. 
PN70m   ,    [OIII], 4959  , 39.8 , 1.1 ,  38.1
PN70m   ,    [OIII], 5007  ,121.  , 1.1 , 113.4
PN70m   ,      HeII, 5411  ,  0.  , 0.  ,   0. 
PN70m   ,     [NII], 5755  ,  1.1 , 0.5 ,   0.8
PN70m   ,       HeI, 5876  , 26.2 , 1.1 ,  18.1
PN70m   ,      [OI], 6300  ,  0.  , 0.  ,   0. 
PN70m   ,    [SIII], 6312  ,  0.  , 0.  ,   0. 
PN70m   ,      [OI], 6363  ,  0.  , 0.  ,   0. 
PN70m   ,     [NII], 6548  , 62.1 , 1.  ,  36.2
PN70m   ,        HI, 6563  ,502.2 , 2.4 , 291.6
PN70m   ,     [NII], 6584  ,172.7 , 1.5 ,  99.8
PN70m   ,       HeI, 6678  ,  0.  , 0.  ,   0. 
PN70m   ,     [SII], 6717  , 55.2 , 0.9 ,  30.8
PN70m   ,     [SII], 6731  , 36.6 , 0.8 ,  20.4
PN70m   ,       HeI, 6891  ,  0.  , 0.  ,   0. 
PN70m   ,     [ArV], 7005  ,  0.  , 0.  ,   0. 
PN70m   ,       HeI, 7065  ,  0.  , 0.  ,   0. 
PN70m   ,   [ArIII], 7135  , 20.9 , 0.8 ,  10.5
PN70m   ,     [OII], 7320  ,  0.  , 0.  ,   0. 
PN70m   ,     [OII], 7330  ,  0.  , 0.  ,   0. 
PN70m   ,   [ArIII], 7751  ,  0.  , 0.  ,   0. 
PN70m   ,    [SIII], 9069  ,  0.  , 0.  ,   0. 
PN93m   ,     [OII], 3727  ,181.3 , 0.4 , 295.3
PN93m   ,       HeI, 3805  ,  0.  , 0.  ,   0. 
PN93m   ,        HI, 3835  ,  0.  , 0.  ,   0. 
PN93m   ,   [NeIII], 3869  ,  2.6 , 0.1 ,   3.9
PN93m   ,       HeI, 3889  , 17.7 , 0.1 ,  27. 
PN93m   ,[NeIII]/HI, 3968  , 14.8 , 0.1 ,  21.6
PN93m   ,     [SII], 4070  ,  0.  , 0.  ,   0. 
PN93m   ,        HI, 4100  , 21.  , 0.2 ,  29.1
PN93m   ,        HI, 4340  , 42.4 , 0.2 ,  53. 
PN93m   ,    [OIII], 4363  ,  0.  , 0.  ,   0. 
PN93m   ,       HeI, 4471  ,  0.  , 0.  ,   0. 
PN93m   ,      HeII, 4540  ,  0.  , 0.  ,   0. 
PN93m   ,      HeII, 4686  ,  0.  , 0.  ,   0. 
PN93m   ,HeI/[ArIV], 4712  ,  0.  , 0.  ,   0. 
PN93m   ,    [ArIV], 4740  ,  0.  , 0.  ,   0. 
PN93m   ,        HI, 4861  ,100.  , 0.3 , 100. 
PN93m   ,    [OIII], 4959  , 16.7 , 0.1 ,  16. 
PN93m   ,    [OIII], 5007  , 33.9 , 0.2 ,  31.8
PN93m   ,      HeII, 5411  ,  0.  , 0.  ,   0. 
PN93m   ,     [NII], 5755  ,  1.7 , 0.2 ,   1.2
PN93m   ,       HeI, 5876  , 13.8 , 0.2 ,   9.6
PN93m   ,      [OI], 6300  ,  0.  , 0.  ,   0. 
PN93m   ,    [SIII], 6312  ,  0.  , 0.  ,   0. 
PN93m   ,      [OI], 6363  ,  0.  , 0.  ,   0. 
PN93m   ,     [NII], 6548  , 87.8 , 0.2 ,  52. 
PN93m   ,        HI, 6563  ,494.3 , 0.4 , 291.6
PN93m   ,     [NII], 6584  ,269.5 , 0.3 , 158.2
PN93m   ,       HeI, 6678  ,  4.8 , 0.2 ,   2.8
PN93m   ,     [SII], 6717  ,116.8 , 0.3 ,  66.4
PN93m   ,     [SII], 6731  , 88.9 , 0.4 ,  50.3
PN93m   ,       HeI, 6891  ,  0.  , 0.  ,   0. 
PN93m   ,     [ArV], 7005  ,  0.  , 0.  ,   0. 
PN93m   ,       HeI, 7065  ,  0.  , 0.  ,   0. 
PN93m   ,   [ArIII], 7135  ,  9.6 , 0.2 ,   4.9
PN93m   ,     [OII], 7320  ,  0.  , 0.  ,   0. 
PN93m   ,     [OII], 7330  ,  0.  , 0.  ,   0. 
PN93m   ,   [ArIII], 7751  ,  0.  , 0.  ,   0. 
PN93m   ,    [SIII], 9069  ,  0.  , 0.  ,   0. 
PN121m  ,     [OII], 3727  ,323.4 , 1.1 , 545.5
PN121m  ,       HeI, 3805  ,  0.  , 0.  ,   0. 
PN121m  ,        HI, 3835  ,  0.  , 0.  ,   0. 
PN121m  ,   [NeIII], 3869  ,  0.  , 0.  ,   0. 
PN121m  ,       HeI, 3889  ,  0.  , 0.  ,   0. 
PN121m  ,[NeIII]/HI, 3968  ,  0.  , 0.  ,   0. 
PN121m  ,     [SII], 4070  ,  0.  , 0.  ,   0. 
PN121m  ,        HI, 4100  ,  0.  , 0.  ,   0. 
PN121m  ,        HI, 4340  , 39.4 , 1.  ,  50.1
PN121m  ,    [OIII], 4363  ,  0.  , 0.  ,   0. 
PN121m  ,       HeI, 4471  ,  0.  , 0.  ,   0. 
PN121m  ,      HeII, 4540  ,  0.  , 0.  ,   0. 
PN121m  ,      HeII, 4686  ,  0.  , 0.  ,   0. 
PN121m  ,HeI/[ArIV], 4712  ,  0.  , 0.  ,   0. 
PN121m  ,    [ArIV], 4740  ,  0.  , 0.  ,   0. 
PN121m  ,        HI, 4861  ,100.  , 1.2 , 100.1
PN121m  ,    [OIII], 4959  , 54.9 , 0.8 ,  52.5
PN121m  ,    [OIII], 5007  ,154.6 , 1.1 , 144.7
PN121m  ,      HeII, 5411  ,  0.  , 0.  ,   0. 
PN121m  ,     [NII], 5755  ,  1.2 , 0.9 ,   0.8
PN121m  ,       HeI, 5876  , 38.1 , 0.7 ,  25.9
PN121m  ,      [OI], 6300  ,  0.  , 0.  ,   0. 
PN121m  ,    [SIII], 6312  ,  0.  , 0.  ,   0. 
PN121m  ,      [OI], 6363  ,  0.  , 0.  ,   0. 
PN121m  ,     [NII], 6548  , 61.9 , 1.3 ,  35.3
PN121m  ,        HI, 6563  ,513.8 , 1.9 , 292.1
PN121m  ,     [NII], 6584  ,188.2 , 0.9 , 106.4
PN121m  ,       HeI, 6678  , 14.1 , 1.1 ,   7.8
PN121m  ,     [SII], 6717  , 76.2 , 1.  ,  41.6
PN121m  ,     [SII], 6731  , 54.4 , 1.  ,  29.6
PN121m  ,       HeI, 6891  ,  0.  , 0.  ,   0. 
PN121m  ,     [ArV], 7005  ,  0.  , 0.  ,   0. 
PN121m  ,       HeI, 7065  ,  0.  , 0.  ,   0. 
PN121m  ,   [ArIII], 7135  ,  0.  , 0.  ,   0. 
PN121m  ,     [OII], 7320  ,  0.  , 0.  ,   0. 
PN121m  ,     [OII], 7330  ,  0.  , 0.  ,   0. 
PN121m  ,   [ArIII], 7751  ,  0.  , 0.  ,   0. 
PN121m  ,    [SIII], 9069  ,  0.  , 0.  ,   0. 
PN128m  ,     [OII], 3727  ,105.4 , 5.6 , 122.5
PN128m  ,       HeI, 3805  ,  0.  , 0.  ,   0. 
PN128m  ,        HI, 3835  ,  0.  , 0.  ,   0. 
PN128m  ,   [NeIII], 3869  ,  0.  , 0.  ,   0. 
PN128m  ,       HeI, 3889  ,  0.  , 0.  ,   0. 
PN128m  ,[NeIII]/HI, 3968  ,  0.  , 0.  ,   0. 
PN128m  ,     [SII], 4070  ,  0.  , 0.  ,   0. 
PN128m  ,        HI, 4100  ,  0.  , 0.  ,   0. 
PN128m  ,        HI, 4340  , 17.  , 5.9 ,  18.2
PN128m  ,    [OIII], 4363  , 10.6 , 4.5 ,  11.3
PN128m  ,       HeI, 4471  ,  0.  , 0.  ,   0. 
PN128m  ,      HeII, 4540  ,  0.  , 0.  ,   0. 
PN128m  ,      HeII, 4686  ,  0.  , 0.  ,   0. 
PN128m  ,HeI/[ArIV], 4712  ,  0.  , 0.  ,   0. 
PN128m  ,    [ArIV], 4740  ,  0.  , 0.  ,   0. 
PN128m  ,        HI, 4861  ,100.  , 2.7 , 100. 
PN128m  ,    [OIII], 4959  ,323.  , 3.4 , 318.9
PN128m  ,    [OIII], 5007  ,960.8 , 5.1 , 942.4
PN128m  ,      HeII, 5411  ,  0.  , 0.  ,   0. 
PN128m  ,     [NII], 5755  ,  0.  , 0.  ,   0. 
PN128m  ,       HeI, 5876  ,  0.  , 0.  ,   0. 
PN128m  ,      [OI], 6300  ,  0.  , 0.  ,   0. 
PN128m  ,    [SIII], 6312  ,  0.  , 0.  ,   0. 
PN128m  ,      [OI], 6363  ,  0.  , 0.  ,   0. 
PN128m  ,     [NII], 6548  , 27.6 , 3.1 ,  23.5
PN128m  ,        HI, 6563  ,339.4 , 3.8 , 288.4
PN128m  ,     [NII], 6584  , 76.3 , 3.2 ,  64.8
PN128m  ,       HeI, 6678  ,  0.  , 0.  ,   0. 
PN128m  ,     [SII], 6717  , 31.7 , 3.  ,  26.6
PN128m  ,     [SII], 6731  , 29.  , 4.1 ,  24.4
PN128m  ,       HeI, 6891  ,  0.  , 0.  ,   0. 
PN128m  ,     [ArV], 7005  ,  0.  , 0.  ,   0. 
PN128m  ,       HeI, 7065  ,  0.  , 0.  ,   0. 
PN128m  ,   [ArIII], 7135  ,  0.  , 0.  ,   0. 
PN128m  ,     [OII], 7320  ,  0.  , 0.  ,   0. 
PN128m  ,     [OII], 7330  ,  0.  , 0.  ,   0. 
PN128m  ,   [ArIII], 7751  ,  0.  , 0.  ,   0. 
PN128m  ,    [SIII], 9069  ,  0.  , 0.  ,   0. 
PN149m  ,     [OII], 3727  , 98.  , 1.6 , 169.4
PN149m  ,       HeI, 3805  ,  0.  , 0.  ,   0. 
PN149m  ,        HI, 3835  ,  0.  , 0.  ,   0. 
PN149m  ,   [NeIII], 3869  ,139.5 , 1.6 , 225.4
PN149m  ,       HeI, 3889  ,  0.  , 0.  ,   0. 
PN149m  ,[NeIII]/HI, 3968  ,  0.  , 0.  ,   0. 
PN149m  ,     [SII], 4070  ,  0.  , 0.  ,   0. 
PN149m  ,        HI, 4100  , 39.3 , 1.6 ,  56.7
PN149m  ,        HI, 4340  , 56.1 , 1.5 ,  72.1
PN149m  ,    [OIII], 4363  , 40.8 , 2.6 ,  51.9
PN149m  ,       HeI, 4471  ,  0.  , 0.  ,   0. 
PN149m  ,      HeII, 4540  ,  0.  , 0.  ,   0. 
PN149m  ,      HeII, 4686  ,  0.  , 0.  ,   0. 
PN149m  ,HeI/[ArIV], 4712  ,  0.  , 0.  ,   0. 
PN149m  ,    [ArIV], 4740  ,  0.  , 0.  ,   0. 
PN149m  ,        HI, 4861  ,100.  , 2.1 , 100.1
PN149m  ,    [OIII], 4959  ,568.4 , 4.4 , 542.6
PN149m  ,    [OIII], 5007  ,695.8 , 7.  ,1581.8
PN149m  ,      HeII, 5411  ,  0.  , 0.  ,   0. 
PN149m  ,     [NII], 5755  ,  0.  , 0.  ,   0. 
PN149m  ,       HeI, 5876  , 51.5 , 6.5 ,  34.4
PN149m  ,      [OI], 6300  , 33.1 , 5.7 ,  19.6
PN149m  ,    [SIII], 6312  , 33.1 , 5.7 ,  19.6
PN149m  ,      [OI], 6363  , 38.5 , 2.9 ,  22.5
PN149m  ,     [NII], 6548  , 31.4 , 1.4 ,  17.5
PN149m  ,        HI, 6563  ,528.2 , 3.9 , 292.4
PN149m  ,     [NII], 6584  , 98.8 , 2.4 ,  54.4
PN149m  ,       HeI, 6678  ,  0.  , 0.  ,   0. 
PN149m  ,     [SII], 6717  , 29.1 , 1.9 ,  15.4
PN149m  ,     [SII], 6731  , 35.8 , 1.6 ,  18.9
PN149m  ,       HeI, 6891  ,  0.  , 0.  ,   0. 
PN149m  ,     [ArV], 7005  ,  0.  , 0.  ,   0. 
PN149m  ,       HeI, 7065  ,  0.  , 0.  ,   0. 
PN149m  ,   [ArIII], 7135  , 30.5 , 1.6 ,  14.4
PN149m  ,     [OII], 7320  ,  0.  , 0.  ,   0. 
PN149m  ,     [OII], 7330  ,  0.  , 0.  ,   0. 
PN149m  ,   [ArIII], 7751  ,  0.  , 0.  ,   0. 
PN149m  ,    [SIII], 9069  , 61.4 , 1.6 ,  17.2
PN153m  ,     [OII], 3727  ,225.5 , 1.2 , 352.6
PN153m  ,       HeI, 3805  ,  0.  , 0.  ,   0. 
PN153m  ,        HI, 3835  ,  0.  , 0.  ,   0. 
PN153m  ,   [NeIII], 3869  , 69.4 , 0.8 , 102.7
PN153m  ,       HeI, 3889  ,  0.  , 0.  ,   0. 
PN153m  ,[NeIII]/HI, 3968  ,  0.  , 0.  ,   0. 
PN153m  ,     [SII], 4070  ,  0.  , 0.  ,   0. 
PN153m  ,        HI, 4100  ,  0.  , 0.  ,   0. 
PN153m  ,        HI, 4340  , 40.3 , 1.  ,  49.6
PN153m  ,    [OIII], 4363  ,  5.1 , 1.  ,   6.2
PN153m  ,       HeI, 4471  ,  0.  , 0.  ,   0. 
PN153m  ,      HeII, 4540  ,  0.  , 0.  ,   0. 
PN153m  ,      HeII, 4686  ,  0.  , 0.  ,   0. 
PN153m  ,HeI/[ArIV], 4712  ,  0.  , 0.  ,   0. 
PN153m  ,    [ArIV], 4740  ,  0.  , 0.  ,   0. 
PN153m  ,        HI, 4861  ,100.  , 1.2 , 100.1
PN153m  ,    [OIII], 4959  ,170.7 , 1.3 , 164.4
PN153m  ,    [OIII], 5007  ,497.3 , 1.2 , 470.2
PN153m  ,      HeII, 5411  ,  0.  , 0.  ,   0. 
PN153m  ,     [NII], 5755  ,  1.5 , 0.4 ,   1.1
PN153m  ,       HeI, 5876  , 26.9 , 1.2 ,  19.3
PN153m  ,      [OI], 6300  ,  0.  , 0.  ,   0. 
PN153m  ,    [SIII], 6312  ,  0.  , 0.  ,   0. 
PN153m  ,      [OI], 6363  ,  0.  , 0.  ,   0. 
PN153m  ,     [NII], 6548  , 38.7 , 0.8 ,  24. 
PN153m  ,        HI, 6563  ,471.9 , 2.  , 291.5
PN153m  ,     [NII], 6584  ,138.3 , 1.1 ,  85. 
PN153m  ,       HeI, 6678  ,  0.  , 0.  ,   0. 
PN153m  ,     [SII], 6717  , 54.6 , 0.7 ,  32.6
PN153m  ,     [SII], 6731  , 37.  , 0.8 ,  22. 
PN153m  ,       HeI, 6891  ,  0.  , 0.  ,   0. 
PN153m  ,     [ArV], 7005  ,  0.  , 0.  ,   0. 
PN153m  ,       HeI, 7065  ,  0.  , 0.  ,   0. 
PN153m  ,   [ArIII], 7135  ,  0.  , 0.  ,   0. 
PN153m  ,     [OII], 7320  ,  0.  , 0.  ,   0. 
PN153m  ,     [OII], 7330  ,  0.  , 0.  ,   0. 
PN153m  ,   [ArIII], 7751  ,  0.  , 0.  ,   0. 
PN153m  ,    [SIII], 9069  ,  0.  , 0.  ,   0. 
PN157m  ,     [OII], 3727  ,  0.  , 0.  ,   0. 
PN157m  ,       HeI, 3805  ,  0.  , 0.  ,   0. 
PN157m  ,        HI, 3835  ,  0.  , 0.  ,   0. 
PN157m  ,   [NeIII], 3869  ,  0.  , 0.  ,   0. 
PN157m  ,       HeI, 3889  ,  0.  , 0.  ,   0. 
PN157m  ,[NeIII]/HI, 3968  ,  0.  , 0.  ,   0. 
PN157m  ,     [SII], 4070  ,  0.  , 0.  ,   0. 
PN157m  ,        HI, 4100  ,  0.  , 0.  ,   0. 
PN157m  ,        HI, 4340  , 22.7 , 1.  ,  30.1
PN157m  ,    [OIII], 4363  , 14.9 , 1.4 ,  19.6
PN157m  ,       HeI, 4471  ,  0.  , 0.  ,   0. 
PN157m  ,      HeII, 4540  ,  0.  , 0.  ,   0. 
PN157m  ,      HeII, 4686  ,  0.  , 0.  ,   0. 
PN157m  ,HeI/[ArIV], 4712  ,  0.  , 0.  ,   0. 
PN157m  ,    [ArIV], 4740  ,  0.  , 0.  ,   0. 
PN157m  ,        HI, 4861  ,100.  , 2.1 , 100.1
PN157m  ,    [OIII], 4959  ,412.  , 3.4 , 391.3
PN157m  ,    [OIII], 5007 ,117.5 , 5.1 ,1034.3
PN157m  ,      HeII, 5411  ,  0.  , 0.  ,   0. 
PN157m  ,     [NII], 5755  ,  0.  , 0.  ,   0. 
PN157m  ,       HeI, 5876  , 40.4 , 4.7 ,  25.7
PN157m  ,      [OI], 6300  ,  0.  , 0.  ,   0. 
PN157m  ,    [SIII], 6312  ,  0.  , 0.  ,   0. 
PN157m  ,      [OI], 6363  ,  0.  , 0.  ,   0. 
PN157m  ,     [NII], 6548  , 69.  , 1.9 ,  35.7
PN157m  ,        HI, 6563  ,568.5 , 4.2 , 293.1
PN157m  ,     [NII], 6584  ,  6.  ,10.6 ,   3.1
PN157m  ,       HeI, 6678  ,  0.  , 0.  ,   0. 
PN157m  ,     [SII], 6717  ,  0.  , 0.  ,   0. 
PN157m  ,     [SII], 6731  ,  0.  , 0.  ,   0. 
PN157m  ,       HeI, 6891  ,  0.  , 0.  ,   0. 
PN157m  ,     [ArV], 7005  ,  0.  , 0.  ,   0. 
PN157m  ,       HeI, 7065  ,  0.  , 0.  ,   0. 
PN157m  ,   [ArIII], 7135  ,  0.  , 0.  ,   0. 
PN157m  ,     [OII], 7320  ,  0.  , 0.  ,   0. 
PN157m  ,     [OII], 7330  ,  0.  , 0.  ,   0. 
PN157m  ,   [ArIII], 7751  ,  0.  , 0.  ,   0. 
PN157m  ,    [SIII], 9069  ,  0.  , 0.  ,   0. 
PN158m  ,     [OII], 3727  ,324.9 , 9.5 , 457. 
PN158m  ,       HeI, 3805  ,  0.  , 0.  ,   0. 
PN158m  ,        HI, 3835  ,  0.  , 0.  ,   0. 
PN158m  ,   [NeIII], 3869  , 55.3 ,10.2 ,  74.5
PN158m  ,       HeI, 3889  ,  0.  , 0.  ,   0. 
PN158m  ,[NeIII]/HI, 3968  ,  0.  , 0.  ,   0. 
PN158m  ,     [SII], 4070  ,  0.  , 0.  ,   0. 
PN158m  ,        HI, 4100  ,  0.  , 0.  ,   0. 
PN158m  ,        HI, 4340  , 65.6 , 7.6 ,  76.8
PN158m  ,    [OIII], 4363  , 11.1 , 5.3 ,  12.9
PN158m  ,       HeI, 4471  ,  0.  , 0.  ,   0. 
PN158m  ,      HeII, 4540  ,  0.  , 0.  ,   0. 
PN158m  ,      HeII, 4686  ,  0.  , 0.  ,   0. 
PN158m  ,HeI/[ArIV], 4712  ,  0.  , 0.  ,   0. 
PN158m  ,    [ArIV], 4740  ,  0.  , 0.  ,   0. 
PN158m  ,        HI, 4861  ,100.  , 7.  , 100.1
PN158m  ,    [OIII], 4959  ,213.8 ,10.8 , 207.7
PN158m  ,    [OIII], 5007  ,620.5 ,13.4 , 594.3
PN158m  ,      HeII, 5411  ,  0.  , 0.  ,   0. 
PN158m  ,     [NII], 5755  ,  0.  , 0.  ,   0. 
PN158m  ,       HeI, 5876  , 27.1 ,12.7 ,  21. 
PN158m  ,      [OI], 6300  ,  0.  , 0.  ,   0. 
PN158m  ,    [SIII], 6312  ,  0.  , 0.  ,   0. 
PN158m  ,      [OI], 6363  ,  0.  , 0.  ,   0. 
PN158m  ,     [NII], 6548  , 64.9 , 6.2 ,  45. 
PN158m  ,        HI, 6563  ,419.6 ,10.8 , 290.4
PN158m  ,     [NII], 6584  ,182.1 , 8.3 , 125.6
PN158m  ,       HeI, 6678  ,  0.  , 0.  ,   0. 
PN158m  ,     [SII], 6717  , 98.4 , 1.4 ,  66.3
PN158m  ,     [SII], 6731  , 78.2 , 1.3 ,  52.6
PN158m  ,       HeI, 6891  ,  0.  , 0.  ,   0. 
PN158m  ,     [ArV], 7005  ,  0.  , 0.  ,   0. 
PN158m  ,       HeI, 7065  ,  0.  , 0.  ,   0. 
PN158m  ,   [ArIII], 7135  ,  0.  , 0.  ,   0. 
PN158m  ,     [OII], 7320  ,  0.  , 0.  ,   0. 
PN158m  ,     [OII], 7330  ,  0.  , 0.  ,   0. 
PN158m  ,   [ArIII], 7751  ,  0.  , 0.  ,   0. 
PN158m  ,    [SIII], 9069  ,  0.  , 0.  ,   0. 
HII4    ,     [OII], 3727  ,210.6 , 1.4 , 293.5
HII4    ,       HeI, 3805  ,  0.  , 0.  ,   0. 
HII4    ,        HI, 3835  ,  8.2 , 1.3 ,  11. 
HII4    ,   [NeIII], 3869  , 13.2 , 1.3 ,  17.6
HII4    ,       HeI, 3889  , 15.2 , 1.2 ,  20.2
HII4    ,[NeIII]/HI, 3968  , 11.4 , 1.4 ,  14.8
HII4    ,     [SII], 4070  ,  0.  , 0.  ,   0. 
HII4    ,        HI, 4100  , 23.6 , 1.7 ,  29.5
HII4    ,        HI, 4340  , 43.1 , 2.  ,  50.2
HII4    ,    [OIII], 4363  ,  0.  , 0.  ,   0. 
HII4    ,       HeI, 4471  ,  4.8 , 1.5 ,   5.4
HII4    ,      HeII, 4540  ,  0.  , 0.  ,   0. 
HII4    ,      HeII, 4686  ,  0.  , 0.  ,   0. 
HII4    ,HeI/[ArIV], 4712  ,  0.  , 0.  ,   0. 
HII4    ,    [ArIV], 4740  ,  0.  , 0.  ,   0. 
HII4    ,        HI, 4861  ,100.  , 2.9 , 100. 
HII4    ,    [OIII], 4959  , 76.7 , 2.4 ,  74.5
HII4    ,    [OIII], 5007  ,229.5 , 4.2 , 219.9
HII4    ,      HeII, 5411  ,  0.  , 0.  ,   0. 
HII4    ,     [NII], 5755  ,  1.6 , 1.3 ,   1.2
HII4    ,       HeI, 5876  , 10.6 , 1.3 ,   8.3
HII4    ,      [OI], 6300  ,  0.  , 0.  ,   0. 
HII4    ,    [SIII], 6312  ,  0.  , 0.  ,   0. 
HII4    ,      [OI], 6363  ,  0.  , 0.  ,   0. 
HII4    ,     [NII], 6548  , 34.5 , 1.6 ,  24.1
HII4    ,        HI, 6563  ,415.7 , 5.3 , 290.1
HII4    ,     [NII], 6584  ,107.7 , 2.9 ,  74.9
HII4    ,       HeI, 6678  ,  4.2 , 1.3 ,   2.9
HII4    ,     [SII], 6717  , 30.6 , 1.7 ,  20.8
HII4    ,     [SII], 6731  , 22.7 , 1.8 ,  15.4
HII4    ,       HeI, 6891  ,  0.  , 0.  ,   0. 
HII4    ,     [ArV], 7005  ,  0.  , 0.  ,   0. 
HII4    ,       HeI, 7065  ,  4.2 , 1.8 ,   2.7
HII4    ,   [ArIII], 7135  , 14.  , 1.7 ,   8.9
HII4    ,     [OII], 7320  ,  6.9 , 2.  ,   4.2
HII4    ,     [OII], 7330  ,  5.2 , 1.6 ,   3.2
HII4    ,   [ArIII], 7751  ,  0.  , 0.  ,   0. 
HII4    ,    [SIII], 9069  , 34.4 , 1.6 ,  15.9
HII5    ,     [OII], 3727  ,290.4 , 4.5 , 450.7
HII5    ,       HeI, 3805  ,  0.  , 0.  ,   0. 
HII5    ,        HI, 3835  ,  0.  , 0.  ,   0. 
HII5    ,   [NeIII], 3869  ,  0.  , 0.  ,   0. 
HII5    ,       HeI, 3889  , 13.3 , 1.8 ,  19.4
HII5    ,[NeIII]/HI, 3968  ,  5.9 , 1.3 ,   8.4
HII5    ,     [SII], 4070  ,  0.  , 0.  ,   0. 
HII5    ,        HI, 4100  , 19.5 , 2.1 ,  26.2
HII5    ,        HI, 4340  , 40.3 , 2.5 ,  49.3
HII5    ,    [OIII], 4363  ,  0.  , 0.  ,   0. 
HII5    ,       HeI, 4471  ,  0.  , 0.  ,   0. 
HII5    ,      HeII, 4540  ,  0.  , 0.  ,   0. 
HII5    ,      HeII, 4686  ,  0.  , 0.  ,   0. 
HII5    ,HeI/[ArIV], 4712  ,  0.  , 0.  ,   0. 
HII5    ,    [ArIV], 4740  ,  0.  , 0.  ,   0. 
HII5    ,        HI, 4861  ,100.  , 3.3 , 100. 
HII5    ,    [OIII], 4959  , 21.8 , 2.1 ,  20.9
HII5    ,    [OIII], 5007  , 64.8 , 2.5 ,  61.2
HII5    ,      HeII, 5411  ,  0.  , 0.  ,   0. 
HII5    ,     [NII], 5755  ,  2.6 , 0.1 ,   2. 
HII5    ,       HeI, 5876  , 12.5 , 2.1 ,   9. 
HII5    ,      [OI], 6300  , 11.8 , 1.8 ,   7.8
HII5    ,    [SIII], 6312  ,  0.  , 0.  ,   0. 
HII5    ,      [OI], 6363  ,  0.  , 0.  ,   0. 
HII5    ,     [NII], 6548  , 61.  , 2.6 ,  38. 
HII5    ,        HI, 6563  ,468.7 , 6.4 , 291.1
HII5    ,     [NII], 6584  ,188.4 , 4.  , 116.5
HII5    ,       HeI, 6678  ,  5.5 , 1.6 ,   3.3
HII5    ,     [SII], 6717  , 68.4 , 2.5 ,  41.1
HII5    ,     [SII], 6731  , 46.  , 2.3 ,  27.5
HII5    ,       HeI, 6891  ,  0.  , 0.  ,   0. 
HII5    ,     [ArV], 7005  ,  0.  , 0.  ,   0. 
HII5    ,       HeI, 7065  ,  2.3 , 2.3 ,   1.3
HII5    ,   [ArIII], 7135  ,  9.8 , 1.8 ,   5.4
HII5    ,     [OII], 7320  ,  0.  , 0.  ,   0. 
HII5    ,     [OII], 7330  ,  0.  , 0.  ,   0. 
HII5    ,   [ArIII], 7751  , 11.4 , 1.5 ,   5.5
HII5    ,    [SIII], 9069  , 24.6 , 1.6 ,   8.8
HII21   ,     [OII], 3727  ,436.2 , 6.6 , 694.9
HII21   ,       HeI, 3805  ,  0.  , 0.  ,   0. 
HII21   ,        HI, 3835  ,  0.  , 0.  ,   0. 
HII21   ,   [NeIII], 3869  ,  0.  , 0.  ,   0. 
HII21   ,       HeI, 3889  ,  0.  , 0.  ,   0. 
HII21   ,[NeIII]/HI, 3968  ,  0.  , 0.  ,   0. 
HII21   ,     [SII], 4070  ,  0.  , 0.  ,   0. 
HII21   ,        HI, 4100  ,  0.  , 0.  ,   0. 
HII21   ,        HI, 4340  , 41.4 , 8.4 ,  51.3
